_id,Customer Id,Artist Name,Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Scheduled Date,Delivery Date,Customer Location,Cost
66735640b18d03bc02f530cf,fffe3700380036003000,Michael Pelton,0.2,4.0,3.0,117.0,Brass,3.37,14.88,No,Yes,No,Airways,No,Wealthy,Yes,01/11/16,01/10/16,"Hunterstad, NM 73171",171.61
66735640b18d03bc02f52b28,fffe3200350032003900,Elizabeth Crawford,0.99,24.0,8.0,8787.0,Bronze,35.64,65.55,No,Yes,Yes,Airways,No,Working Class,,08/05/16,08/03/16,"South Christinaview, MO 62212",3344.18
66735640b18d03bc02f52e93,fffe3500380035003100,Sadie Phillips,,13.0,8.0,428.0,Clay,6.45,20.6,No,No,Yes,Roadways,Yes,Working Class,,03/23/17,03/23/17,"North Adamport, LA 61059",307.72
66735640b18d03bc02f52ae9,fffe3200380036003600,Sandy Lane,0.14,24.0,7.0,,Wood,3.22,10.9,Yes,Yes,No,,No,Working Class,No,09/03/17,08/30/17,"Ericmouth, AK 17425",127.98
66735640b18d03bc02f5326d,fffe3600310033003100,Rebecca Cabanilla,,28.0,8.0,2162.0,Clay,5.41,23.72,No,No,Yes,,Yes,Working Class,No,03/14/15,03/11/15,"West Sheila, MT 83496",243.9
66735640b18d03bc02f525a8,fffe3700390035003200,Jennifer Oldenburg,0.84,43.0,16.0,3968.0,Aluminium,6.28,24.5,Yes,No,Yes,Waterways,No,Working Class,Yes,03/31/18,04/01/18,"Lloydshire, MO 58029",1430.86
66735640b18d03bc02f52f6d,fffe3600350037003300,Barbara Ryan,0.61,8.0,4.0,115.0,Aluminium,3.09,21.35,No,Yes,Yes,Airways,No,Wealthy,No,08/16/18,08/16/18,"South Michael, HI 26683",262.9
66735640b18d03bc02f51a8b,fffe3200330036003500,Richard Nunez,0.51,41.0,15.0,,Clay,10.31,98.62,Yes,Yes,Yes,Airways,Yes,Working Class,,02/04/18,02/04/18,"Andrewville, TX 07508",-2255.64
66735640b18d03bc02f52b71,fffe390039003800,Talitha Austin,0.08,24.0,20.0,637.0,Wood,5.23,12.64,Yes,Yes,Yes,Airways,No,Working Class,No,03/20/17,03/17/17,"North Jonathanberg, WA 05847",161.28
66735640b18d03bc02f51bf0,fffe3400390038003200,Susan Warden,0.57,31.0,6.0,115486.0,Marble,120.83,83.81,Yes,No,Yes,,No,Wealthy,No,05/25/16,05/28/16,"Christianbury, NH 09847",1533.93
66735640b18d03bc02f53118,fffe3800380039003100,Lauri Stewart,0.5,19.0,8.0,2607.0,Brass,14.02,21.08,Yes,No,No,Waterways,No,Working Class,Yes,09/28/17,10/01/17,"West Karen, VA 47735",284.32
66735640b18d03bc02f524bf,fffe3400380037003100,Mildred Cooper,0.19,3.0,2.0,33.0,Brass,6.82,12.33,Yes,No,Yes,Waterways,No,Working Class,,05/11/19,05/08/19,"Janiceborough, MD 18728",161.92
66735640b18d03bc02f51b04,fffe3500320033003300,Dale Furrer,,25.0,,,,2936.29,83.93,No,No,No,,No,Working Class,,12/09/17,12/12/17,"West John, WY 75868",-6236.31
66735640b18d03bc02f524d3,fffe3300310038003000,Eloisa Carter,0.65,25.0,11.0,585685.0,Stone,2661.51,51.75,No,No,Yes,,No,Wealthy,No,03/15/16,03/11/16,"Sandersburgh, NV 82250",10861.92
66735640b18d03bc02f52220,fffe3500370039003600,Lincoln Manning,0.06,17.0,8.0,,Aluminium,3.82,21.43,No,No,No,Roadways,No,Working Class,No,12/14/16,12/13/16,"West John, KS 18282",137.75
66735640b18d03bc02f5268a,fffe3700340035003500,Cynthia Korn,0.92,27.0,6.0,8106.0,Brass,28.6,67.34,No,No,No,Waterways,No,Working Class,Yes,05/15/18,05/14/18,"West William, TX 60189",2157.67
66735640b18d03bc02f522af,fffe3500360035003200,Gregory Morris,0.79,44.0,,36540.0,Bronze,85.41,74.38,No,No,No,,No,Working Class,Yes,05/01/15,05/02/15,"Starkberg, LA 69493",7869.55
66735640b18d03bc02f52f95,fffe3100380037003500,Malcolm Mattione,,21.0,8.0,504.0,Clay,3.29,14.79,No,No,No,,Yes,Working Class,No,09/23/16,09/19/16,"Tiffanyhaven, VT 42574",520.33
66735640b18d03bc02f520b0,fffe3800320032003000,Mary Coleman,0.35,12.0,6.0,84.0,Wood,5.82,12.07,Yes,Yes,Yes,Airways,No,Working Class,No,05/27/16,05/23/16,"Jacobfort, NV 42399",182.42
66735640b18d03bc02f52ac5,fffe3100300034003800,Deborah Garcia,0.35,28.0,11.0,345887.0,Marble,750.35,44.18,No,Yes,Yes,Roadways,No,Working Class,Yes,09/03/16,09/02/16,"West Emilychester, WY 73918",7456.94
66735640b18d03bc02f52245,fffe3100380032003700,Ernestina Smith,0.02,33.0,15.0,1126.0,Aluminium,4.96,19.06,No,Yes,Yes,Roadways,No,Wealthy,,12/22/16,12/24/16,"Jessicaburgh, OH 56805",161.43
66735640b18d03bc02f51aea,fffe320034003700,Racheal Bolenbaugh,,45.0,13.0,526.0,Wood,4.57,24.8,Yes,No,No,Waterways,No,Working Class,No,08/23/16,08/23/16,"South Kyle, TN 62971",-553.43
66735640b18d03bc02f51fbf,fffe3800390030003000,Brian Walter,0.01,13.0,6.0,1913.0,Bronze,5.9,20.78,No,No,No,Roadways,No,Working Class,No,01/25/18,01/28/18,FPO AP 58660,136.65
66735640b18d03bc02f52975,fffe3300370032003200,Timothy Studdard,0.88,12.0,7.0,74.0,Wood,5.89,10.93,Yes,No,No,Roadways,No,Working Class,,03/25/18,03/29/18,"Bryantbury, OR 21124",337.28
66735640b18d03bc02f521d4,fffe3800360030003400,Beatrice Stucker,0.99,32.0,14.0,2242840.0,Stone,4227.43,42.29,No,No,Yes,Roadways,No,Working Class,No,10/26/17,10/24/17,"Johnsonside, KS 48297",87356.39
66735640b18d03bc02f52c60,fffe3100370032003000,Lewis Exum,0.15,7.0,5.0,4794.0,Marble,18.86,20.36,Yes,Yes,No,Airways,No,Working Class,No,07/11/19,07/15/19,"Taraville, CA 74957",217.02
66735640b18d03bc02f51a87,fffe3300380036003400,Mildred Parr,0.45,10.0,5.0,58.0,Wood,6.55,24.06,Yes,No,Yes,,No,Working Class,Yes,03/29/18,03/25/18,"Timstad, WI 13713",-319.68
66735640b18d03bc02f522f2,fffe3900380032003600,Teresa Lander,0.35,3.0,2.0,36.0,Brass,4.11,15.86,No,No,No,Roadways,No,Working Class,Yes,07/26/19,07/24/19,"North Michael, MA 83031",169.77
66735640b18d03bc02f51a80,fffe3100340036003000,Benjamin Young,0.72,9.0,5.0,6949.0,Stone,57.9,80.43,No,Yes,No,Airways,No,Wealthy,No,05/04/17,04/30/17,"Port Jonathan, ID 55569",-1817.12
66735640b18d03bc02f53105,fffe3100340033003500,Jessie Barrocas,0.27,29.0,8.0,1163.0,Aluminium,6.74,20.27,Yes,No,No,Waterways,No,Working Class,,09/05/16,09/06/16,"New Richard, KS 86137",188.9
66735640b18d03bc02f522e6,fffe3900320039003900,Thomas White,0.02,9.0,5.0,1213.0,Brass,6.36,24.67,Yes,No,Yes,Airways,No,Working Class,Yes,12/13/16,12/16/16,"Powellfurt, MT 83962",196.03
66735640b18d03bc02f52da9,fffe3100340036003600,Jerry Merida,0.69,8.0,4.0,1989.0,Marble,3.11,24.44,No,No,Yes,,No,Working Class,No,01/14/19,01/18/19,FPO AA 51970,312.06
66735640b18d03bc02f51ee9,fffe3900360038003900,Nancy Hensley,0.19,57.0,14.0,13473.0,Clay,35.17,61.88,Yes,No,Yes,Waterways,Yes,Working Class,No,11/11/15,11/08/15,"Gordontown, ME 22192",669.37
66735640b18d03bc02f5252f,fffe3500390034003200,Bethany Jansen,0.04,20.0,,,Bronze,12.43,75.91,No,No,No,Roadways,No,Working Class,No,10/13/18,10/13/18,"Jamesland, NE 04710",341.0
66735640b18d03bc02f528b3,fffe3900360034003200,Guy Sumpter,0.22,27.0,13.0,24822.0,Bronze,90.71,82.5,No,No,No,Airways,No,Working Class,No,05/17/15,05/13/15,"Annton, AR 12577",1000.15
66735640b18d03bc02f52c1d,fffe3500380037003800,Donald Tso,0.86,10.0,5.0,1585.0,Brass,5.33,11.64,Yes,Yes,No,Airways,No,Wealthy,,09/19/16,09/23/16,"Perryfurt, PA 85917",440.09
66735640b18d03bc02f5197c,fffe3600330039003200,Jennifer Vera,0.69,26.0,12.0,524871.0,Marble,1566.67,59.65,No,No,No,Airways,No,Working Class,No,10/31/16,11/02/16,"West Ashleyberg, IA 50994",-4300.25
66735640b18d03bc02f53203,fffe350031003000,James Aran,0.23,28.0,17.0,6326.0,Clay,3.33,79.15,No,No,No,Roadways,Yes,Working Class,,11/09/15,11/06/15,FPO AP 52032,577.72
66735640b18d03bc02f52f47,fffe3200310036003900,Frank Bauer,0.33,5.0,3.0,,,4.0,22.18,No,No,Yes,Roadways,No,Working Class,No,03/25/19,03/27/19,"West Deborah, GA 02569",218.64
66735640b18d03bc02f53239,fffe3300380038003900,Brenda Zook,,9.0,5.0,677.0,,6.44,14.02,No,No,Yes,Airways,No,Working Class,No,07/10/16,07/08/16,"East Christina, CA 61065",218.62
66735640b18d03bc02f5208b,fffe3100310035003200,Valerie Lindeland,0.8,35.0,10.0,822.0,Wood,6.84,24.37,Yes,No,No,Waterways,No,Working Class,Yes,08/02/17,07/29/17,"South Mistyville, ID 97620",992.49
66735640b18d03bc02f53252,fffe330032003500,Sue Walker,0.92,27.0,11.0,1087679.0,Stone,2989.09,99.38,No,No,No,Waterways,No,Working Class,No,12/04/16,12/04/16,"East Wendyville, CA 22863",11302.73
66735640b18d03bc02f51ef1,fffe3700330033003900,Stephanie Nappi,0.43,17.0,8.0,340.0,Wood,5.28,20.73,Yes,No,No,Waterways,No,Working Class,No,07/12/19,07/10/19,"Johnberg, FL 86205",236.43
66735640b18d03bc02f51a56,fffe3500390030003200,Mary Wake,0.96,18.0,7.0,123.0,Wood,4.28,22.25,Yes,No,Yes,Airways,No,Working Class,,12/08/17,12/11/17,"Port Charles, VT 06705",-705.98
66735640b18d03bc02f51ff8,fffe3100300032003500,Juan Thomas,0.45,26.0,9.0,1129.0,Aluminium,3.33,20.39,Yes,Yes,No,Airways,No,Wealthy,Yes,08/06/18,08/04/18,"North Grace, VA 74277",352.44
66735640b18d03bc02f52ee1,fffe3300390035003200,Ivey White,0.79,18.0,8.0,37164.0,Marble,195.4,42.6,Yes,No,No,Waterways,No,Working Class,No,05/07/19,05/06/19,"East Elizabethport, ID 31440",1077.68
66735640b18d03bc02f525ed,fffe3600360032003300,Elaine Shirah,0.29,25.0,9.0,384.0,Wood,3.14,23.04,No,Yes,No,Airways,No,Working Class,No,02/24/15,02/20/15,"Andrewville, ID 96046",213.2
66735640b18d03bc02f521b3,fffe3100380031003600,Victoria Johnson,,21.0,8.0,,,3.19,15.0,No,No,No,Airways,No,Wealthy,No,05/21/18,05/22/18,"South Kelliberg, HI 58121",171.86
66735640b18d03bc02f51f34,fffe3600300032003200,Timothy Sapp,0.65,11.0,8.0,2864.0,Bronze,3.31,12.02,No,No,No,Airways,No,Working Class,No,01/04/16,01/07/16,"New Emilyport, RI 51696",218.75
66735640b18d03bc02f52b30,fffe360037003500,Darius Underwood,0.71,11.0,8.0,4373.0,Brass,24.57,10.0,No,Yes,No,Airways,No,Wealthy,Yes,12/23/18,12/23/18,"North Mary, MI 49599",460.58
66735640b18d03bc02f51c52,fffe3500310034003700,Joann Jones,0.95,,7.0,402.0,Aluminium,3.42,17.5,Yes,No,Yes,,No,Working Class,No,06/11/18,06/07/18,APO AA 07296,586.43
66735640b18d03bc02f531bc,fffe3500330032003800,Harold Kerr,0.33,33.0,15.0,51204.0,Bronze,249.25,27.25,No,No,Yes,,No,Working Class,Yes,12/13/15,12/13/15,"West Tiffany, NJ 55134",824.14
66735640b18d03bc02f51e6e,fffe3300350030003200,Anthony Hayes,0.76,25.0,14.0,4551.0,Clay,48.64,14.13,Yes,No,No,Waterways,Yes,Wealthy,,08/14/17,08/10/17,"East Michaelburgh, NH 82856",900.49
66735640b18d03bc02f52ac2,fffe3900320038003800,Nick Weaver,0.5,13.0,6.0,683.0,Clay,3.38,17.87,No,Yes,Yes,Roadways,Yes,Working Class,No,04/11/16,04/12/16,"New Kevinbury, NC 49172",251.75
66735640b18d03bc02f524da,fffe3700380035003300,Tanya Zucco,0.72,13.0,7.0,822.0,Clay,6.94,10.14,No,No,No,Roadways,Yes,Working Class,No,01/29/19,01/31/19,"Williamsfort, PA 42653",288.53
66735640b18d03bc02f525c8,fffe3700340031003300,Christopher Ramon,0.9,32.0,16.0,62438.0,Brass,444.91,63.36,No,Yes,No,Roadways,No,Wealthy,No,09/01/18,08/30/18,"Clarkburgh, HI 56322",10185.93
66735640b18d03bc02f51e96,fffe3400370039003100,James Clack,0.06,19.0,8.0,2613.0,,6.11,20.2,Yes,No,Yes,,No,Working Class,No,02/09/15,02/09/15,"Teresahaven, SC 38684",179.63
66735640b18d03bc02f51ab8,fffe3100390036003500,Rose Dupree,0.18,15.0,7.0,180.0,Wood,3.75,24.08,No,No,No,Waterways,No,Working Class,No,02/12/17,02/12/17,"East Baileymouth, MS 99377",-152.62
66735640b18d03bc02f53052,fffe3600370038003700,Carolynn Bird,0.35,6.0,4.0,37.0,Wood,4.35,11.5,No,No,No,Roadways,No,Working Class,No,12/05/18,12/08/18,"Lake Thomas, OK 93869",104.35
66735640b18d03bc02f525ca,fffe3600370038003400,Jerry Hunt,0.68,4.0,4.0,33.0,Aluminium,5.32,14.91,No,Yes,Yes,Airways,No,Wealthy,Yes,07/18/17,07/14/17,"Shieldsport, MT 01600",281.26
66735640b18d03bc02f5265c,fffe3200380038003300,Clinton Watring,0.15,13.0,7.0,591.0,,4.58,15.11,Yes,No,No,Waterways,Yes,Wealthy,No,09/10/15,09/10/15,"Port Dustin, AL 75224",153.84
66735640b18d03bc02f51f8c,fffe3900360032003300,Zachary Paquette,0.16,29.0,8.0,228818.0,Marble,694.44,72.78,Yes,No,No,Waterways,No,Wealthy,No,05/03/18,05/04/18,"Gordonport, AR 71019",1858.72
66735640b18d03bc02f52474,fffe3400310031003100,Brian Keith,0.38,36.0,9.0,15589.0,Bronze,39.15,27.56,No,Yes,Yes,Airways,No,Working Class,,08/11/18,08/11/18,"North Ambermouth, DE 29722",614.8
66735640b18d03bc02f5203c,fffe390033003200,Wayne Kinlaw,0.9,33.0,,1234634.0,Marble,8088.05,63.38,No,Yes,Yes,,No,Wealthy,No,08/25/15,08/23/15,"East Melissabury, VA 36628",2006562.84
66735640b18d03bc02f52f89,fffe3500370035003100,Randall Lombardo,0.23,29.0,,1111835.0,,506.36,46.21,Yes,No,Yes,Airways,No,Working Class,No,06/22/16,06/18/16,"Beardport, DC 48807",7435.86
66735640b18d03bc02f5298e,fffe3700310036003000,Raymond Chiu,0.65,10.0,4.0,1000.0,Brass,8.02,12.69,No,No,No,Airways,No,Working Class,No,05/11/18,05/10/18,"Brandytown, CT 40071",449.92
66735640b18d03bc02f5262f,fffe3800320034003500,Susan Leach,0.09,32.0,12.0,1484797.0,Stone,2800.1,86.08,No,Yes,Yes,Roadways,No,Wealthy,No,02/07/19,02/07/19,"Lake Sheryl, NV 62905",8192.17
66735640b18d03bc02f51be0,fffe3500390036003400,Susan Pennick,0.38,18.0,7.0,,Brass,22.39,90.61,Yes,No,Yes,Waterways,No,Wealthy,Yes,06/04/17,06/02/17,"North Stephanieborough, CT 41081",949.26
66735640b18d03bc02f52db0,fffe330035003800,Linda Schatzman,,,14.0,3942298.0,Stone,3991.87,86.18,No,No,No,Roadways,No,Wealthy,No,06/14/19,06/18/19,"Woodview, IA 13089",18351.0
66735640b18d03bc02f529c3,fffe3700360030003100,Violet Gausman,0.87,7.0,5.0,303.0,Clay,4.24,20.52,Yes,Yes,Yes,Airways,Yes,Working Class,No,04/17/18,04/17/18,DPO AP 85639,420.38
66735640b18d03bc02f52230,fffe3300380030003900,Eric Griggs,0.6,17.0,6.0,1290.0,Bronze,9.64,12.57,Yes,No,Yes,,No,Working Class,No,06/18/19,06/15/19,FPO AE 19392,710.04
66735640b18d03bc02f51fbc,fffe3900300034003000,Jessie Grow,0.16,41.0,16.0,2823.0,Aluminium,5.05,16.64,No,No,Yes,Waterways,No,Working Class,No,10/21/16,10/18/16,"Port Meredith, DE 49937",190.46
66735640b18d03bc02f530aa,fffe3900380038003000,Mark Wright,0.44,20.0,7.0,585.0,Aluminium,6.81,19.84,No,No,Yes,Airways,No,Working Class,No,10/05/17,10/05/17,"Farmerburgh, NY 96642",267.62
66735640b18d03bc02f522e8,fffe3300330039003400,Martha Dansby,,25.0,7.0,960.0,Clay,6.05,23.19,No,No,No,Roadways,Yes,Working Class,,01/28/19,01/28/19,"Johnmouth, FL 29959",183.28
66735640b18d03bc02f52dc8,fffe3300330037003500,Carlos Rojas,0.7,20.0,6.0,3310.0,,28.35,19.14,No,No,No,Roadways,No,Working Class,No,05/12/17,05/12/17,"Newtonville, ID 38677",393.99
66735640b18d03bc02f52cd7,fffe37003300,Jared Anderson,0.36,40.0,22.0,,Wood,3.5,11.54,Yes,No,Yes,Waterways,No,Working Class,No,06/03/16,06/03/16,"Bowmanshire, CA 12697",201.13
66735640b18d03bc02f52d9f,fffe3200300032003900,Janet Lima,0.12,22.0,10.0,23991.0,Brass,16.36,68.25,No,No,No,Roadways,No,Working Class,No,11/20/16,11/17/16,"Brownville, ID 12970",444.41
66735640b18d03bc02f5229d,fffe3900320034003800,Gabriel Sisk,0.46,15.0,8.0,5263.0,Brass,11.59,98.69,Yes,No,No,Airways,No,Working Class,No,04/19/19,04/21/19,FPO AP 83583,884.29
66735640b18d03bc02f5256d,fffe3900320037003200,Ada Lally,0.7,19.0,6.0,79610.0,Stone,343.71,35.75,No,Yes,No,Roadways,No,Working Class,No,04/03/17,04/02/17,"Lake Deborah, NV 00676",2727.76
66735640b18d03bc02f52b98,fffe3200310032003400,Kenneth Kelley,0.16,4.0,4.0,516.0,Marble,3.67,13.91,No,No,Yes,,No,Working Class,No,07/19/17,07/19/17,"Martinchester, LA 66769",181.38
66735640b18d03bc02f51a9c,fffe370038003000,Mary Bostwick,0.35,14.0,6.0,2851.0,Bronze,3.61,20.96,No,Yes,No,,No,Wealthy,No,02/25/18,03/01/18,"Lake Elizabeth, PA 16349",-236.11
66735640b18d03bc02f5233e,fffe3800300036003600,Jimmie Rosa,0.43,28.0,9.0,973.0,Aluminium,6.89,12.97,Yes,No,Yes,Waterways,No,Working Class,No,03/27/15,03/28/15,"Evanstown, OH 71357",236.08
66735640b18d03bc02f52c14,fffe3100390036003000,Tammie Roszel,,59.0,15.0,,,89.97,32.65,No,No,No,Waterways,No,Working Class,Yes,04/13/17,04/14/17,"Terranceland, MI 44748",7233.42
66735640b18d03bc02f52f0d,fffe350032003400,Janna Watson,,37.0,9.0,177152.0,Marble,449.01,45.33,Yes,No,No,Waterways,Yes,Working Class,Yes,03/05/15,03/05/15,"Sotomouth, TX 71854",4982.13
66735640b18d03bc02f52ab9,fffe3300300037003000,William Bohlke,0.73,,3.0,35.0,,3.33,16.1,No,No,Yes,Roadways,Yes,Working Class,No,01/07/18,01/07/18,"Bullockfurt, IL 91374",187.28
66735640b18d03bc02f51cd5,fffe3900330033003700,Billy Pittman,0.38,16.0,6.0,22405.0,Marble,46.06,87.98,No,Yes,Yes,Airways,No,Working Class,No,03/13/19,03/10/19,"Weavershire, IL 75060",951.88
66735640b18d03bc02f52dca,fffe3300300030003100,Jeremy Sanders,,27.0,14.0,655328.0,Marble,1720.86,50.19,No,Yes,No,Airways,No,Working Class,No,12/22/16,12/19/16,"North Lindseyberg, WI 06858",4643.23
66735640b18d03bc02f52d30,fffe3900310039003500,Bridget Rojo,0.25,39.0,15.0,1079.0,Aluminium,6.68,14.86,No,No,No,Roadways,No,Working Class,No,05/09/19,05/07/19,"West Danielland, ND 50109",166.71
66735640b18d03bc02f52f9a,fffe3900350032003300,Monica Sabatino,0.69,32.0,7.0,169582.0,Marble,668.14,56.57,No,No,Yes,Roadways,No,Working Class,Yes,03/23/16,03/23/16,"Jeremiahville, VA 50381",12545.45
66735640b18d03bc02f524cb,fffe3900320038003300,William Allums,0.63,12.0,7.0,13115.0,Marble,55.65,29.96,Yes,No,Yes,Airways,No,Wealthy,No,01/22/18,01/18/18,"North Rhonda, NE 19927",1233.03
66735640b18d03bc02f52130,fffe3300350039003800,Greg Stutler,0.68,,7.0,451.0,Aluminium,4.37,22.15,No,No,No,Waterways,No,Wealthy,,07/28/15,07/26/15,"Stephenside, MS 99215",387.52
66735640b18d03bc02f52c28,fffe3300370031003100,Jeffery Muscara,0.46,26.0,10.0,8275.0,Brass,13.11,50.4,Yes,No,Yes,Airways,No,Working Class,No,08/21/18,08/20/18,"Hogantown, ID 90194",721.91
66735640b18d03bc02f5270a,fffe370037003400,Charlie Elzy,,12.0,8.0,,,257.1,61.72,No,No,No,Roadways,No,Wealthy,,08/22/15,08/19/15,"Gallowayfurt, CT 53773",1565.75
66735640b18d03bc02f52a32,fffe3100320033003500,Anthony Walker,0.32,44.0,15.0,3989667.0,Marble,7096.07,99.4,Yes,No,No,,Yes,Working Class,No,04/30/17,04/30/17,"South Joseph, SD 79808",38159.77
66735640b18d03bc02f527b9,fffe3700390032003600,Wendy Hicks,0.26,52.0,27.0,13037599.0,Marble,2892.21,38.81,Yes,Yes,Yes,Airways,Yes,Wealthy,Yes,12/13/18,12/13/18,"Edwardmouth, MO 91347",188189.03
66735640b18d03bc02f52e1f,fffe3200310033003200,David Mckinney,0.58,8.0,5.0,209.0,Clay,5.56,12.43,No,No,No,Airways,Yes,Working Class,No,10/31/17,11/01/17,"Garciaburgh, MO 91846",187.89
66735640b18d03bc02f51db2,fffe3300340036003300,Lorraine Smith,0.79,4.0,3.0,113.0,Brass,6.9,16.24,No,No,No,Roadways,No,Working Class,No,06/06/18,06/02/18,"Christinaview, GA 56305",355.48
66735640b18d03bc02f52d25,fffe3400320034003900,Janis Royster,,21.0,10.0,,Bronze,9.71,61.55,No,Yes,No,Roadways,No,Working Class,No,08/02/19,08/04/19,"Brownfurt, AL 82681",1422.3
66735640b18d03bc02f5206c,fffe3500330036003300,Christopher Johnson,0.51,35.0,16.0,80780.0,,247.51,32.58,No,No,No,,No,Working Class,,07/04/19,07/03/19,DPO AP 61622,1137.53
66735640b18d03bc02f525fc,fffe3200320032003500,Jill Akin,0.58,8.0,5.0,164.0,,3.88,23.78,No,No,No,,No,Working Class,No,06/08/19,06/08/19,"Williamberg, AL 91478",232.45
66735640b18d03bc02f52c16,fffe3900370033003900,Brandon Schlottmann,0.19,36.0,11.0,2263.0,Aluminium,3.5,21.71,No,No,No,Roadways,No,Wealthy,No,01/03/18,01/03/18,"Port Scott, WI 54102",188.67
66735640b18d03bc02f52212,fffe3300370036003900,Lilly Turner,0.29,,10.0,220.0,Wood,5.9,18.93,Yes,No,No,Waterways,No,Working Class,Yes,03/11/16,03/12/16,FPO AP 55183,177.52
66735640b18d03bc02f52ed3,fffe3600330038003600,Beverly Hendrickson,0.46,17.0,7.0,649.0,Aluminium,6.73,21.34,No,No,No,Roadways,No,Wealthy,,04/24/16,04/26/16,"North Kevin, DC 26157",262.15
66735640b18d03bc02f5205c,fffe3700370037003200,Chris Brown,0.47,32.0,7.0,287.0,Wood,4.18,13.75,No,No,Yes,Roadways,No,Working Class,No,01/24/17,01/20/17,"West Raymondberg, RI 53888",239.24
66735640b18d03bc02f52a7a,fffe3200360037003000,Russell Lucht,0.48,12.0,7.0,,Aluminium,5.9,16.98,No,No,Yes,Waterways,No,Wealthy,No,06/28/15,06/29/15,APO AP 97408,237.92
66735640b18d03bc02f522b1,fffe3500360036003300,Jack Fenton,0.49,,,2257.0,Clay,13.12,14.26,No,No,No,Roadways,Yes,Working Class,No,02/03/15,02/03/15,"Johnsonport, KS 17159",244.41
66735640b18d03bc02f5272d,fffe3700350031003500,Tamera Chang,0.34,5.0,4.0,108.0,Clay,3.43,17.16,No,No,Yes,Roadways,Yes,Working Class,No,02/04/15,02/02/15,"Michelebury, AL 23048",165.58
66735640b18d03bc02f52d1c,fffe3700300033003700,Fredia Rock,0.83,8.0,4.0,7016.0,Stone,19.97,42.31,Yes,No,No,Waterways,No,Working Class,No,05/17/19,05/19/19,"East Jacquelineshire, NM 51465",570.65
66735640b18d03bc02f51e9c,fffe3600340037003100,Ethel Meyer,,23.0,12.0,,Aluminium,6.05,13.08,No,No,No,Airways,No,Working Class,,06/30/15,06/30/15,"South Travis, KS 31702",590.37
66735640b18d03bc02f519c1,fffe3400340030003400,Richard Belanger,0.55,35.0,18.0,59797.0,Bronze,238.2,87.86,No,No,No,Roadways,No,Working Class,No,10/28/17,10/31/17,"Lake Travischester, KY 67122",-1756.36
66735640b18d03bc02f52172,fffe3700310031003000,William Ladd,0.32,29.0,10.0,31526.0,Brass,43.43,72.73,No,No,Yes,Roadways,No,Wealthy,No,11/09/15,11/06/15,"North Robertton, MT 00597",1031.14
66735640b18d03bc02f52f4b,fffe3100340039003400,Lynda Traverso,,4.0,4.0,,Bronze,6.44,14.8,Yes,No,No,Airways,No,Working Class,No,04/12/16,04/10/16,"North Michaelfort, NM 61544",458.89
66735640b18d03bc02f5289d,fffe3800380037003400,David Sweeney,0.63,13.0,6.0,37126.0,Stone,51.25,67.78,No,No,Yes,Airways,No,Working Class,Yes,11/30/18,11/28/18,"Morganstad, OR 61274",1699.21
66735640b18d03bc02f52559,fffe3800310036003100,Juanita Martin,0.13,11.0,7.0,2345.0,Brass,6.4,23.73,No,No,No,Roadways,No,Wealthy,No,08/21/16,08/24/16,"West Jeremytown, ID 46244",188.45
66735640b18d03bc02f5239f,fffe3800310039003600,Timothy Wallin,0.42,5.0,3.0,1147.0,Stone,6.34,11.08,Yes,No,No,Waterways,No,Working Class,Yes,05/28/18,05/31/18,"East Mallory, WI 88706",217.91
66735640b18d03bc02f52429,fffe380030003200,Amelia Robertson,0.82,13.0,7.0,91176.0,Stone,355.53,79.91,Yes,No,No,Waterways,No,Working Class,No,01/13/18,01/10/18,"Hopkinsborough, MD 21338",3207.07
66735640b18d03bc02f52627,fffe3500370037003800,Leslie Costley,0.24,19.0,14.0,15872.0,Bronze,23.98,53.66,No,No,No,Waterways,No,Working Class,No,02/08/16,02/10/16,"South Marybury, NH 64349",360.26
66735640b18d03bc02f522df,fffe3500360036003600,Thomas Craig,0.06,7.0,4.0,,Clay,3.76,10.0,Yes,No,Yes,,Yes,Working Class,Yes,09/25/15,09/25/15,"Jeanland, CT 69231",123.59
66735640b18d03bc02f52771,fffe3600320034003500,David Kearney,0.68,,8.0,106300.0,Stone,316.32,86.5,Yes,No,No,Waterways,No,Working Class,No,07/04/16,07/05/16,"Graymouth, HI 23876",2364.45
66735640b18d03bc02f52e84,fffe3200380031003800,Joan Holliday,,28.0,11.0,13565.0,,21.01,83.48,Yes,No,Yes,Waterways,No,Working Class,No,10/29/17,10/31/17,"Deannamouth, WY 36185",726.81
66735640b18d03bc02f5326a,fffe330037003800,Sarah Mcneil,0.83,17.0,9.0,411.0,Aluminium,4.48,16.05,No,No,Yes,Roadways,No,Working Class,No,03/15/17,03/14/17,"North Jorge, SD 27631",443.99
66735640b18d03bc02f5218f,fffe3900360030003000,Edward Thomas,0.49,36.0,12.0,46633.0,Brass,81.26,88.4,No,No,No,Roadways,No,Working Class,No,03/14/15,03/11/15,"Lake Meghan, IA 42600",2478.57
66735640b18d03bc02f51f5b,fffe360039003200,Keith Rudolph,0.2,19.0,7.0,1632.0,,4.39,21.62,No,Yes,No,Airways,Yes,Wealthy,No,08/14/19,08/14/19,"Martinchester, WV 25300",225.64
